comments_disabled,id,shortcode,taken_at_timestamp,display_url,is_video,caption,comment_count,liked_count,preview_liked_count,owner_id,post_height,post_width,location_name,lat,long,h3,accessibility_caption,video_view_count
False,2417914548808903085,CGOKHizAOmt,1602457897,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/121197390_736377633610416_7907661026174815729_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=SzDHgkARPRkAX-fVYkY&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-chSKs3-ApgUM_W9447rCn6yp9R9KC4Mdb4R_p8nUwHQ&oe=6200131E&_nc_sid=b2a057,False,"❤️🤗
don't miss too much, let me be..... 🙈
#iqbalramadhan",0,4,4,43388137315,1350,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2386377558083190000,CEeHb7Zgzzw,1598698395,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/118516344_353276305686930_3063660865214000020_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=AJYvcRHtyTkAX_RK1Z2&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-MOzPbBOBqrWBjwDi1XX_EPLj4Q3jNMf4moaRExWHHPw&oe=6200B3F8&_nc_sid=b2a057,False,"dilan, km dimana? aku rindu ~
°
°
°
#ibhieputri #rindu #rinduitumemangberat",12,106,106,1261065430,1350,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2236098505340671757,B8IN75FnNcN,1580783735,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/82878894_219884865842340_2100326339735561357_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=9JIl1PmmlGMAX_AVTpT&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT9Lsn7eF1JKSPuH7QJMmsIuF66NwfefGO2d2OUgPcLhWA&oe=620081AF&_nc_sid=b2a057,False,,8,227,227,4345355268,1080,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2176032629055513388,B4y0iWig2Ms,1573623325,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/71714577_1186980551496001_3546000757764720897_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=H0F0Q2-sppgAX8bIWKo&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT_sqwRT1bTGlnxWuerX4vcgp2nafILrv-Rus0C_uY8_OA&oe=6200D5D9&_nc_sid=b2a057,False,"“Bermimpilah dalam hidup, jangan hidup dalam mimpi”-dahlan 2001",41,415,415,1984258082,1349,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2175894141359474788,B4yVDF0lchk,1573606830,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/71579905_112553470004890_891888407778634121_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=90XWwEzhQhEAX9wws-7&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT8-Z-OSrM-cFGWip25UesCexDttKlezJWDPvxeUyGvatQ&oe=61FB74BF&_nc_sid=b2a057,True,"Awowwkwk🤣🤣, 💡|•ib: me✨
🎧|•ac: me |•sv: ijinn dulu🤙🏻
🎶|•song: -
🎥|•edit: ccp
📢|•bantu share sg💦
💌|•reg: dm/comment. ======================== <pengen ib/ac/repost? Tag me!!> ========================
#bucin #ccp #ccpedits #alightmotionedits #bucinstory #bucinpost #ccpedit #ccpoverlay #ccptutorials #fckinghow #fckinghair #fckinghurt #bucinberkelas #bucinsquad⛔️ #ccpcolorings #ccptext #fckingare #bucinchaeunsa #ccpcoloring #ccpindo #ccpedit #ccpnama #fakechristians #fakechat #bucin #ccp #ccpedits #alightmotionedits #bucinstory #bucinpost #ccpedit #ccpoverlay #ccptutorials #fckinghow #fckinghair #fckinghurt #bucinberkelas #bucinsquad⛔️ #ccpcolorings #ccptext #fckingare #bucinchaeunsa #ccpcoloring #ccpindo #ccpedit #ccpnama #fakechristians #fakechatccp #ccptutorials #fakechatccp #fakechat #fakechatstory #dilan1991 #dilan  #dilan1990",1,20,20,24312949760,750,750,Dilan 1990,-6.91278,107.606,878c1479effffff,,42.0
False,2174685215415627847,B4uCK5zJHBH,1573462701,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/71944436_558350978066542_3994663984707373123_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=rQKAqn9nsDUAX_HIYRh&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT9SIO8jiT1IjSYG5U7eNX7O7C2Cfj7DR4LzlKmW15iYrQ&oe=61FFD4A5&_nc_sid=b2a057,False,"Milea abang udah mau keluar nih 
__
""SUPERMOTO EVERYDAY & EVERYTIME""
___________________________________ . . 
#Repost 📷 : @muhmdryann

___________________

____________________
> Follow & Tag : @supermotojalan2
> Hastag : #supermotojalan2
・・・ . 
#supermotohead #supermodyar #kawasaki #grenzgaenger #dtracker #dtracker150  #supermotoworld #supermotoindonesia #supermotonation_id #supermotolife  #supermotoholic #supermotonorules #supermotogue  #supermotocentral #supermotard #pajangsupermotomudisini #albumsupermoto #indosupermoto #krackermoto  #supermotoindonesia #supermotohead #motocross #crosser_aspal #supermotolifestyle #cross #supermotojalan2 #supermoto #supermotard #supermotocantik",4,925,925,7548089097,1350,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2171848377518892255,B4j9JeoBaTf,1573124523,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/72708218_1430989050384655_8311436004772451297_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=sA9soJ7OBhEAX_ksz0N&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-dBdkY3pdoeg7aO0s9IPuR_NepF1931IJ6_S5zNp7OOQ&oe=6200E37D&_nc_sid=b2a057,False,"Perjuangan
.
.
____________________________
Sehat to, kudu sehat ojo lali mrenges?! Alhamdulillah 😊
@wesmrengesgung_
@wesmrengesgung_video
____________________________
Dulur lanang 👇
@sasrawungan @filosofijowo_
@dagelan_kalem @wsmgquotes
@wesbaper @_suarahatiofficial_
@bocahblitar_com
@galuhlanovems_ @jimatkocack
@figoridwan @bucinyoben 
@tulungagungeksis_ @story.wasapp
____________________________
📝@resarioefendy
. . ⚠Di urupne  Notification e
[Carane Cek Di Sorotan - notifikasi -]
____________________________
____________________________
#blitar #wesmrengesgung #wesmrengesgung_video #jawatimur #jateng #jogja #guyonanjowo #dagelanjowo #jowobaper #quotesjowo #timelinejowo #jowokeras #jowohits #pathdailyjowo #katakatajowo #wongjowo #lawakjowo #captionjowo #storyjowo #janganlupabersyukur #janganlupabahagia #guyonjowo #pituturjowo #filosofijowo #pituturjowo",83,4281,4281,4307635872,937,750,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2170522887748236311,B4fPxEFFrQX,1572966513,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/73393253_485225885411442_5925409999403504318_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=7BNfIpGjvlcAX8WF-VX&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT8Vyc59nsOdENitTNuhZ_u-UIVHR6xnUWFDAZ1GDVFO7g&oe=61FB5F7C&_nc_sid=b2a057,False,Gua kalo ngedubbing bgst,0,6,6,24011781346,640,640,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2168670864152679497,B4Yqqksj1RJ,1572745734,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/72541270_481326019138721_685006011229798725_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Akx-PNoD0CkAX_qtQIR&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT9aB9yVFDJsyd3ezUMVwvekXYcn6qdx4blIQiaJrwqEdw&oe=61FF7D52&_nc_sid=b2a057,False,"Cokop intisari bhein sè ma bhindeng cètak, been ella 🙏
.
.
Sponsored by : @maduranese.co
=========================
#maduraunited #madurahitz #madurabersatu #maduraholic #maduraisland #potretmadura #exploremadura #sumenepsuperhits #kconkmania #salamsettongdhere #maduraunitedday #maduraunitedfc #madurakocak #madurareceh #madurakonyol #maduraunitedfans #photomadura",45,2258,2258,8897942462,1080,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2163860837751364240,B4Hk_ehjJqQ,1572172334,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/75231134_757547901374631_5918954563446766608_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=0ozbrKCvYHQAX8r2SF8&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT8wE6ADhP036ai_WSLGT_OPHpDTguv-rgU02XmIziyW0A&oe=6200B654&_nc_sid=b2a057,False,Panglima tempur,4,35,35,1826514589,720,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2159555493981807920,B34SEerh2Uw,1571659097,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/71211950_2464114237176439_269631745884491522_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=b3IFHqKYyZwAX-MuFSi&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-fY3FyC4i0HtSWeNvocxOhR7a988CPly3KdpdsKoRTyA&oe=61FF608A&_nc_sid=b2a057,False,"Bilang ke Dilan, bukan rindu yang berat.
Yang berat itu dinas tapi tetep harus minum Fresubin 😚
#akurapopo",7,74,74,7203856,1350,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2158111356409299611,B3zJtgwg0Kb,1571486943,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/74600045_174618267023024_4466823985397691265_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=wTi9svtZQNAAX-TbZ3r&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT_h7KA5uoJ_SzRBAh7-eQVpWa4nr-kfLq_1p4twkqGgbg&oe=61FF8534&_nc_sid=b2a057,False,KAMA MILEA KO YO?,6,255,255,4147839321,1080,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2157917950626132442,B3ydvFlgnHa,1571463887,https://scontent-frx5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/75467476_3016037021800329_6812385893595076544_n.jpg?_nc_ht=scontent-frx5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=6sjV4HqbeNgAX-UoFbf&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT_U3NnaiIiot1OFEQp-OtFKILNerukmz_GsjjBv97JmRQ&oe=62009BD8&_nc_sid=b2a057,False,"Nak, jangan pernah bilang ke mama ada yang menyakitimu. Nanti orang itu akan hilang🙂",0,85,85,2236475948,1350,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2152845172245119511,B3gcUckFcIX,1570859165,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/70794971_683161332177120_3902000223465704588_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=uo1hM9ZIzrgAX8Fz6d1&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT9kz2Vh3vu2R57z8IeYxLQzAVSx2qfnNKGA3ciNPkzIfw&oe=6200149A&_nc_sid=b2a057,False,"Nah andai Dilan jadi dosen 😂

#dosenku #dilanku #katabijak #katamahasiswa #seperti #rindu #kataberkisah #promot #koment #share #like4follow #likeforlikeback #ui #kampusui #beban #tugas #terlalu #berat #help #dilan1990 #🙃",0,6,6,18362667506,1080,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2152316976671051818,B3ekOMGhVAq,1570796199,https://scontent-frx5-2.cdninstagram.com/v/t51.2885-15/e35/72744175_578935269515685_2618281815019923504_n.jpg?_nc_ht=scontent-frx5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=PGRhXCCtDpgAX8TLlDb&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-__zbYfmMLZxBid6r8Aui5iErFanrkGQcIm3HQl22mrQ&oe=62009BBD&_nc_sid=b2a057,False,"ＡＢＳＥＮ ＫＥ ＃ ９

ɴᴀᴍᴀ : ᴀʟᴅɪ ʜᴀꜱᴀɴɪ ʜᴀʀꜰɪ ꜰᴀᴅʜʟᴀɴɪ
ᴘᴀɴɢɢɪʟᴀɴ : ᴀʟᴅɪ

ᴛᴛʟ : ᴋᴇɴᴅᴀʟ 25 ꜱᴇᴘᴛᴇᴍʙᴇʀ 2000

ᴄɪᴛᴀ-ᴄɪᴛᴀ : ʟᴜʀᴀʜ/ᴄᴀᴍᴀᴛ/ᴡᴀʟɪᴋᴏᴛᴀ/ɢᴜʙᴇʀɴᴜʀ/ᴘʀᴇꜱɪᴅᴇɴ. 
ʜᴏʙʙʏ : ᴏʟᴀʜʀᴀɢᴀ 
ᴅᴜʟᴜ ᴍᴀᴜ ᴋᴜʟɪᴀʜ ᴅɪᴍᴀɴᴀ : ᴜɪɴ ᴡꜱ ᴋᴘɪ

ᴍᴏᴛᴏ ʜɪᴅᴜᴘ : ᴄᴏʙᴀ ꜱᴇᴋᴀʟɪ ꜱᴀᴊᴀ ᴅᴀɴ ᴊᴀɴɢᴀɴ ᴘᴇʀɴᴀʜ ʙᴇʀʜᴇɴᴛɪ. 
ᴛᴍᴘᴛ ᴍᴀᴋᴀɴ ꜰᴀᴠᴏʀɪᴛ ᴅɪ ᴋᴀᴍᴘᴜꜱ : ᴋᴏᴘᴍᴀ ✨ᴀꜱᴀʟ ᴅᴀʀɪ... ᴋᴇɴᴅᴀʟ- ꜱᴇᴍᴀʀᴀɴɢ✨",12,32,32,7961421520,1080,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2140509734188262715,B20nkMojqU7,1569388666,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/70026436_705303419937672_319918650804771532_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=E1XCyc3QsIcAX_BWLPJ&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT_7ycjVwDqqRSYVVTsKc5UAXVVVXgpcp6Wmnwuk1mh4Ig&oe=61FF4F43&_nc_sid=b2a057,False,"Kalo ada yang menyakitimu jangan bilang kepadaku,nanti orang itu akan hilang-dilan 1990",0,5,5,15989859723,928,750,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2136360981385929458,B2l4P5fg2Ly,1568894096,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/69434006_238760140433914_1805645287131944365_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=kl7lODp1bsQAX-2-ZIS&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-Oq3-2uqCanj5T8z6dRTOPtYfvVkWDjhgLJCY-neJxfg&oe=61FF93DB&_nc_sid=b2a057,False,"good night, world!🌙️💜
...
#ccpiqbaal #ccpedits #ccpiqbaale #iqbaaldhiafakhri #iqbaaldr #iqbaalcoboyjunior #iqbaalramadhan #soniqindonesia #comatebanggapunyacjr",0,71,71,20203299167,784,640,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2135823628885638244,B2j-EY-nTxk,1568830039,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/69843753_126211018750651_6047630849938217955_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=PJn_lVU06jIAX8axgrz&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT_BRfLv_Ds7rlLOKFQX0X_xipqgyhbgWSL8kOMBiGpEYQ&oe=6200EA3D&_nc_sid=b2a057,False,"Jangan rindu ,  rindu itu berat kau tak akan kuat .. biar aku saja 💙",9,155,155,1758891238,1080,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2135027253514685366,B2hI_mnhUu2,1568735138,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/69834182_160416571738812_2145149535294954237_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=PX6MJ2QA8p4AX8dpsI4&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT9bZU7d3l9y79i7qr7YYHn8eI7EEfd8_5a5PxOHKPn9bQ&oe=61FB8B85&_nc_sid=b2a057,True,"Adu Rayu

Song by Glenn Fredly, Tulus, and Yovie Widianto",0,11,11,40629291,360,640,Dilan 1990,-6.91278,107.606,878c1479effffff,,101.0
False,2132955095952093999,B2Zx1vgFXMv,1568488083,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/70387190_758144154622502_7220574655198712779_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=E3FZhvoUuVsAX9Hpsxh&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-ffYEhszVBFa3Gf3dIIL4S22PThu7Wr7XwsMIXt0zlRg&oe=620074DF&_nc_sid=b2a057,False,"Don't listen to everyone that judge you.
Just do ur best and keep humble ✨",43,590,590,6933766577,1080,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2132445824098400553,B2X-C3IJnkp,1568427373,https://scontent-frx5-2.cdninstagram.com/v/t51.2885-15/e35/69768708_692953264543869_9109346254107222856_n.jpg?_nc_ht=scontent-frx5-2.cdninstagram.com&_nc_cat=109&_nc_ohc=w5vgfmKd-AsAX9Fj-fX&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT85pmtdaGnK43tGLwM75FALkSIf4XpkFCE7cvj8AePUkA&oe=61FFB127&_nc_sid=b2a057,False,"Halo Milea, kamu jangan rindu.
Itu berat, kamu tak akan mampu.
Biar aku saja.
Cium jangan?
#dramatelepon #dilan1990 #milea",0,17,17,1581501215,1080,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2129885570176268886,B2O36Q2ljpW,1568122177,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/69128172_513983042697992_8410819333812338464_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=6VO8-ZEzCqMAX-RUXRv&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-3L6XE3NKUQS9Is9PJa6oCEjCX3_l0SNKiMrdEi7tOtg&oe=61FB97B4&_nc_sid=b2a057,True,"Milea jakun nya JUMP SCARE.

#ketololan #ketololantkra #kokkurang #jakartakeras #stmkeras #dilanmilea",0,17,17,19764943164,750,750,Dilan 1990,-6.91278,107.606,878c1479effffff,,164.0
False,2129876079103926198,B2O1wJml1-2,1568121035,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/68964646_162980944878883_7334198797013833068_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=_sBQityFYxsAX9RZUS5&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT8ISH6xzLn5Vc3qm3NbmbFc06vtI4jgiIfuAgLf8EyGIQ&oe=61FF0B14&_nc_sid=b2a057,False,sudah ku bilang kalo kalian upload foto bersama stiker kita nanti dikasih.,1,14,14,15840942961,1340,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2129648331971175977,B2OB9_jpSYp,1568093886,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/68694467_159440448467966_862801109810623098_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=41Ea3uMzCEcAX_ZkKAb&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-1IU_zjsY8xvXkEKlEuOmzVTP_3qGLlXNa5MMq_tJT2g&oe=62007C29&_nc_sid=b2a057,False,Sendal jepit sendal swallow mataku sipit kaya andy lau 😝,9,28,28,2874811168,691,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2127701185729590439,B2HHPSTlvSn,1567861768,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/69618349_507506213157215_8856068819169928228_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=gbqpVqhI9EsAX-vRqbX&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT_Tj8RnGXN7-E0y6AhP1rMEct2HyYbB87bZJy0Ouf4VDQ&oe=6200E868&_nc_sid=b2a057,False,"Genap sudah hampir sebulan ini tidak melihatmu dari jauh sambil duduk membakar sebatang rokok dan seduhan kopi panasku justru hal kecil dan semudah itulah caraku menambah menikmati hidup ini
.
.
.
#sekedarhobby
#W124 🇩🇪
#benzbavarian 🇩🇪
#w124enthusiasts 
#w124indonesia 
#mercedesw124 
#e220masterpiece 
#strongerthantime",4,22,22,828445023,1350,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2125110085471208895,B196F0JHIW_,1567552885,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/69183023_108137833759186_6643536953094895929_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=oI6SlmcqgsAAX_D1ftQ&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT_9EqbqgqFA4D3ZIiaOcntDsHyd-tURj5itQeXQUhrk4Q&oe=61FFB163&_nc_sid=b2a057,False,"Pidi Baiq (lahir di Bandung, Jawa Barat, 8 Juli 1972; umur 47 tahun) adalah seniman multitalenta asal Indonesia. Dia adalah penulis novel dan buku, dosen, ilustrator, komikus, musisi dan pencipta lagu. Namanya mulai dikenal melalui grup band The Panas Dalam yang didirikan tahun 1995. Pidi Baiq semakin dikenal para pecinta karya sastra khususnya bergenre humor melalui karyanya berjudul Dilan: Dia adalah Dilanku tahun 1990 terbit tahun 2014, Dilan Bagian Kedua: Dia adalah Dilanku Tahun 1991 terbit tahun 2015 dan Milea: Suara dari Dilan terbit tahun 2016. (Wikipedia)",3,123,123,3245157074,606,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2123298276350660390,B13eIhaFI8m,1567336900,https://scontent-frt3-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/69150697_2415983025280621_6703871251102908109_n.jpg?_nc_ht=scontent-frt3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=NzWQgnrEuRAAX81X72W&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-JDjaT9k7JxoiCPgx27s7AZAYZpg89h8QW7mvIrLbAgA&oe=6200B19A&_nc_sid=b2a057,False,"masih inget, ada yang bilang suruh ngelilingin dua tiang tapi fokus liat hp aja hahaha✨",28,508,508,1138204129,1079,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2122643875863572232,B11JVvdga8I,1567258890,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/69580465_152571129148487_108392869197221134_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=2z45RWeKfskAX-lv7GA&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT8ReBeFUj9Ds5VaRKtOo29sxJ0fr-N0l_V-JGqA8psbIA&oe=61FF8F8D&_nc_sid=b2a057,False,"Bos besar from bip aslina mantap pisan.

Hmm ada yg kenal orang di samping?",0,24,24,8511279819,800,640,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2122453092612813365,B10d9etnbI1,1567236146,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/67888656_496736771142790_3429145696662312583_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=BcVBPlQJWwEAX-xaBBR&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-YHzCtyI_9cmyDExscwMXOGShosVn1L3pFQ9-u-wJgXQ&oe=620082D0&_nc_sid=b2a057,False,"""Pedih Itu Di Hati, Bahagia itu Di Senyuman, Jadi Berbahagialah Kamu Untuk Seseorang Yang Selalu Ada Untukmu.."" #harapanitumasihdipundakmu#
#cintaitumasihdihatimu#
#love#resfect#care#sosialita#
#😊😄😁😃#",2,17,17,1977896056,1080,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2122021321949619514,B1y7yY8nKU6,1567184675,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/67392345_940904019588599_6139058178513190073_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=FRMHUjt-ryIAX8XDj5e&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT8Gtpt-WzS_NtZIpJPCvlI8eCIoe7BZK48Vh6Nu3Nn9dg&oe=62005157&_nc_sid=b2a057,False,Anak siapa ini?? Lucu sekaliii😍😙 ¢#dilanisme #iqbaalvanesha #filmdilan1991 #filmdilan1990,0,58,58,14504837124,750,750,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2121723433293449965,B1x4DihFArt,1567149164,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/69125345_491709391647732_5518386822974603803_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=b3qRl1V7K30AX_MepvW&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-hZf1y2EdYEQ0DpgrPAkxqK_2oI8bn8Q8ReWctmumvBA&oe=620041AF&_nc_sid=b2a057,False,"Kelakuan dilan saat bangon tidur :v
Followwwwww
Plis lah ya , like :v
Komen
Share
Tq min'na",0,4,4,11381699854,640,640,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2121092225085838591,B1voiQEFZT_,1567073918,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-15/e35/67484082_200226594308732_6188532610491991391_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=BlYsalvOve0AX8jxF2C&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT-OJTB_Ya5ifwLuE4Q5e6Y3l_E-ayFZZrXmMKMPJPxjhQ&oe=61FFE75B&_nc_sid=b2a057,False,"Hitam putih sebenarnya bukanlah tidak berwarna. Itu warna. 
In frame: @tri_cahyo_k",0,36,36,18632608070,1080,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2118953063197677204,B1oCJWTn5aU,1566818910,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/68950833_197479457922035_4006441155694371400_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=JeQFNW08z9AAX-K80IU&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT9phqD1cmTkaLaQHw14AktzW4z2cr-duWQrlnOWOBostw&oe=61FB7669&_nc_sid=b2a057,False,#dulukitamasihremaja #dulukitamasihsma #dilan1990 #ostdilan1990,0,6,6,4472809465,937,750,Dilan 1990,-6.91278,107.606,878c1479effffff,,
False,2118913446199226120,B1n5I2GgO8I,1566814188,https://scontent-frx5-1.cdninstagram.com/v/t51.2885-15/e35/67236619_2248426445266284_936204414578578586_n.jpg?_nc_ht=scontent-frx5-1.cdninstagram.com&_nc_cat=100&_nc_ohc=srRzE0tdIDcAX-zMTiE&edm=ALLxIhEBAAAA&ccb=7-4&oh=00_AT_1Wjvdrl3f90jIpDizBtBV_Uk-N-G3Ni_bjChAmrzo4g&oe=6200D877&_nc_sid=b2a057,False,"Puntennn
-
-
#dilan1990 #rumahmilea 
#explorebandung 
#bandunghits 
#menunggumilea",2,63,63,2200776130,810,1080,Dilan 1990,-6.91278,107.606,878c1479effffff,,
